id,label,left_title,left_authors,left_venue,left_year,left_vldb,right_title,right_authors,right_venue,right_year,right_vldb
6150,0,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman, jennifer widom",VAL -,VAL -,,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens claußen, alfons kemper, guido moerkotte, klaus peithner",VLDB,1997,
6151,0,multi-dimensional resource scheduling for parallel queries 1996,"yannis e. ioannidis, minos n. garofalakis",sigmod conference,VAL -,,"a foundation for multi-dimensional databases marc gyssens, laks v. s. lakshmanan",VAL -,VLDB,1997,
6152,1,a consumer viewpoint on mediator languages - a proposal for a standard sigmod record 1997,"eric hughes, leonard j. seligman, arnon rosenthal, scott renner",VAL -,VAL -,,"a consumer viewpoint on mediator languages-a proposal for a standard arnon rosenthal , erich hughes , scott renner , len seligman acm sigmod record","arnon rosenthal, erich hughes, scott renner, len seligman",ACM SIGMOD Record,1997,
6153,0,"dynamic sample selection for approximate query processing gautam das , surajit chaudhuri , brian babcock",VAL -,SIGMOD Conference,2003,VAL -,approximate query processing using wavelets,"kaushik chakrabarti, minos n. garofalakis, rajeev rastogi, kyuseok shim",VLDB,2000,VLDB
6154,0,"similarity search in high dimensions via hashing rajeev motwani , aristides gionis , piotr indyk","rajeev motwani, aristides gionis, piotr indyk",VLDB,1999,VLDB,"dimensionality reduction for similarity searching in dynamic databases k. v. ravi kanth , divyakant agrawal , ambuj singh","k. v. ravi kanth, divyakant agrawal, ambuj singh",SIGMOD Conference,VAL -,VAL -
6155,0,"an efficient algorithm for mining association rules in large databases edward omiecinski , shamkant b. navathe , ashok savasere",VAL -,VLDB,1995,,"discovery of multiple-level association rules from large databases jiawei han , yongjian fu",VAL -,VAL -,VAL -,
6156,0,the araneus web-base management system sigmod conference,"giansalvatore mecca, paolo merialdo, alessandro masci, paolo atzeni, giuseppe sindoni",SIGMOD Conference,1998,,the mariposa distributed database management system acm sigmod record,jeff sidell,ACM SIGMOD Record,1996,
6157,0,management of multidimensional discrete data peter baumann,VAL -,VLDB Journal,1994,,materialized view selection for multidimensional datasets very large data bases,"amit shukla, prasad deshpande, jeffrey f. naughton",VLDB,1998,
6158,0,"efficient filtering of xml documents with xpath expressions rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",VAL -,VLDB Journal,2002,VLDB Journal,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram, eugene j. shekita, rimon barr, michael j. carey, bruce g. lindsay, hamid pirahesh, berthold reinwald",VLDB,2000,VLDB
6159,0,efficient user-adaptable similarity search in large multimedia databases,VAL -,VAL -,VAL -,VAL -,s3 : similarity search in cad database systems,VAL -,SIGMOD Conference,1997,VAL -
6160,1,concurrency and recovery for index trees vldb j.,"david b. lomet, betty salzberg",VAL -,VAL -,,concurrency and recovery for index trees,VAL -,VLDB Journal,1997,
6161,0,infomaster : an information integration system,VAL -,SIGMOD Conference,1997,,challenges for global information systems,VAL -,VLDB,VAL -,
6162,0,constructing the next 100 database management systems,VAL -,SIGMOD Conference,1994,VAL -,using the calanda time series management system,VAL -,SIGMOD Conference,1995,VAL -
6163,0,erratum : a database model for object dynamics,VAL -,VAL -,1997,,fibonacci : a programming language for object databases,VAL -,VLDB Journal,1995,
6164,0,open issues in parallel query optimization sigmod record,"waqar hasan, patrick valduriez, daniela florescu",SIGMOD Conference,1996,,outerjoin simplification and reordering for query optimization acm transactions on database systems (tods),"césar galindo-legaria, arnon rosenthal",TODS,1997,
6165,0,secure transaction processing in firm real-time database systems,VAL -,SIGMOD Conference,1997,,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),"mikael berndtsson, jürgen hansson",ACM SIGMOD Record,VAL -,
6166,0,the database and information system research group at the university of ulm sigmod record,"peter dadam, wolfgang klas",SIGMOD Conference,1997,,"the database research group at eth zurich moira c. norrie, stephen m. blott, hans-jörg schek, gerhard weikum acm sigmod record 1994","moira c. norrie, stephen m. blott, hans-jörg schek, gerhard weikum",ACM SIGMOD Record,1994,
6167,1,"research in information managment at dublin city university alan f. smeaton , mark roantree",VAL -,VAL -,VAL -,,"research in information managment at dublin city university mark roantree , alan f. smeaton",VAL -,ACM SIGMOD Record,VAL -,
6168,0,an efficient bitmap encoding scheme for selection queries,VAL -,SIGMOD Conference,VAL -,,an optimisation scheme for coalesce/valid time selection operator sequences,costas vassilakis,ACM SIGMOD Record,2000,
6169,0,"o-o , what have they done to db2 ?","bennet vance, richard swagerman, michael j. carey, srinivasa narayanan, nelson mendonça mattos, donald d. chamberlin, doug doole, serge rielau",VLDB,1999,,"o-o , what 's happening to db2 ?","m. carey, d. chamberlin, d. doole, s. rielau, n. mattos, s. narayanan, b. vance, r. swagerman",SIGMOD Conference,VAL -,
6170,0,including group-by in query optimization,VAL -,SIGMOD Conference,1994,,open issues in parallel query optimization,"waqar hasan, daniela florescu, patrick valduriez",ACM SIGMOD Record,1996,
6171,0,xrank : ranked keyword search over xml documents,"feng shao, lin guo, chavdar botev, jayavel shanmugasundaram",sigmod conference,2003,,dbxplorer : enabling keyword search over relational databases 2002,"sanjay agrawal, surajit chaudhuri, gautam das",international conference on management of data,VAL -,
6172,1,opt + + : an object-oriented implementation for extensible database query optimization,VAL -,VAL -,1999,VAL -,opt + + : an object-oriented implementation for extensible database query optimization,"navin kabra, david j. dewitt",VLDB Journal,1999,VLDB Journal
6173,0,editor's notes sigmod record 1998,michael j. franklin,VAL -,VAL -,,"editorial peter apers , stefano ceri , richard snodgrass 2002",VAL -,VLDB Journal,2002,
6174,1,the xml typechecking problem dan suciu sigmod record 2002,VAL -,VAL -,VAL -,,the xml typechecking problem dan suciu 2002,VAL -,ACM SIGMOD Record,VAL -,
6175,0,implementation of magic-sets in a relational database system sigmod conference,"inderpal singh mumick, hamid pirahesh",SIGMOD Conference,1994,,relational data sharing in peer-based data management systems,VAL -,ACM SIGMOD Record,2003,
6176,0,query processing in tertiary memory databases,VAL -,VAL -,1995,,approximate query processing : taming the terabytes,"minos n. garofalakis, phillip b. gibbon",VLDB,2001,
6177,0,issues in data stream management sigmod record,"lukasz golab, m. tamer özsu",VAL -,2003,VAL -,aurora : a data stream management system,"d. abadi, d. carney, u. &#199; etintemel, m. cherniack, c. convey, c. erwin, e. galvez, m. hatoun, a. maskey, a. rasin, a. singer, m. stonebraker, n. tatbul, y. xing, r. yan, s. zdonik",SIGMOD Conference,2003,VAL -
6178,1,snowball : a prototype system for extracting relations from large text collections sigmod conference,"jeff pavel, luis gravano, aleksandr voskoboynik, eugene agichtein, viktoriya sokolova",VAL -,2001,,"snowball : a prototype system for extracting relations from large text collections eugene agichtein, luis gravano, jeff pavel, viktoriya sokolova, aleksandr voskoboynik 2001","eugene agichtein, luis gravano, jeff pavel, viktoriya sokolova, aleksandr voskoboynik",SIGMOD Conference,2001,
6179,0,"integrating triggers and declarative constraints in sql database systems roberta cochrane , hamid pirahesh , nelson mendonça mattos","roberta cochrane, hamid pirahesh, nelson mendonça mattos",VLDB,1996,VLDB,"capturing both types and constraints in data integration michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi international conference on management of data","michael benedikt, chee-yong chan, wenfei fan, juliana freire, rajeev rastogi",SIGMOD Conference,2003,VAL -
6180,0,incremental maintenance of views with duplicates sigmod conference,"leonid libkin, timothy griffin",VAL -,1995,,"incremental maintenance of externally materialized views martin staudt, matthias jarke",VAL -,VLDB,VAL -,
6181,0,implementing lazy database updates for an object database system,VAL -,SIGMOD Conference,VAL -,VAL -,implementation of magic-sets in a relational database system,VAL -,SIGMOD Conference,1994,VAL -
6182,0,design and management of data warehouses : report on the dmdw '99 workshop sigmod record 1999,"martin staudt, yannis vassiliou, manfred a. jeusfeld, stella gatziu",VAL -,VAL -,,"concept based design of data warehouses : the dwq demonstrators m. jarke , c. quix , d. calvanese , m. lenzerini , e. franconi , s. ligoudistianos , p. vassiliadis , y. vassiliou","m. jarke, c. quix, d. calvanese, m. lenzerini, e. franconi, s. ligoudistianos, p. vassiliadis, y. vassiliou",SIGMOD Conference,2000,
6183,0,accessing relational databases from the world wide web sigmod conference,"tam nguyen, v. srinivasan",VAL -,1996,,efficiently instantiating view-objects from remote relational databases,VAL -,VLDB Journal,1994,
6184,0,accessing a relational database through an object-oriented database interface,"jack a. orenstein, d. n. kamber",VAL -,VAL -,VAL -,extraction of object-oriented structures from existing relational databases,"shekar ramanathan, julia hodges",ACM SIGMOD Record,1997,VAL -
6185,0,relational data sharing in peer-based data management systems,"beng chin ooi, yanfeng shu, kian-lee tan",SIGMOD Conference,2003,VAL -,aurora : a data stream management system,"d. abadi, d. carney, u. &#199; etintemel, m. cherniack, c. convey, c. erwin, e. galvez, m. hatoun, a. maskey, a. rasin, a. singer, m. stonebraker, n. tatbul, y. xing, r. yan, s. zdonik",SIGMOD Conference,2003,VAL -
6186,0,engineering federated information systems : report of efis '99 workshop sigmod record 1999,"fèlix saltor, uwe hohenstein, ralf-detlef kutsche, wilhelm hasselbring, gunter saake, stefan conrad, mark roantree",VAL -,VAL -,,research issues in federated database systems : report of efdbs '97 workshop 1997,"s. conrad, b. eaglestone, w. hasselbring, m. roantree, m. schöhoff, m. strässl er, m. vermeer, f. saltor",ACM SIGMOD Record,VAL -,
6187,1,generalised hash teams for join and group-by 1999,"donald kossmann, alfons kemper, christian wiesner",VLDB,VAL -,,generalised hash teams for join and group-by very large data bases,"alfons kemper, donald kossmann, christian wiesner",VLDB,1999,
6188,0,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano","claudio sartori, sonia bergamaschi, domenico beneventano",ACM Trans . Database Syst .,2003,VAL -,static detection of security flaws in object-oriented databases international conference on management of data 1996,keishi tajima,VAL -,VAL -,VAL -
6189,0,active views for electronic commerce,"laurent mignet, serge abiteboul, tova milo, adi eyal, bernd amann, sophie cluet",VLDB,1999,,data management issues in electronic commerce 2002,asuman dogac,ACM SIGMOD Record,VAL -,
6190,0,sprint : a scalable parallel classifier for data mining,"john c. shafer, rakesh agrawal, manish mehta",VLDB,1996,,dms : a parallel data mining server 1998,felicity george,VLDB,VAL -,
6191,0,reminiscences on influential papers sigmod record,"jan van den bussche, surajit chaudhuri, moshe y. vardi, kenneth a. ross, gösta grahne, h. v. jagadish",VAL -,1999,,reminiscences on influential papers 2001,kenneth a. ross,ACM SIGMOD Record,VAL -,
6192,0,semantic integration of semistructured and structured data sources,VAL -,SIGMOD Conference,1999,VAL -,management of semistructured data,VAL -,ACM SIGMOD Record,1997,VAL -
6193,0,"dynamic memory adjustment for external mergesort weiye zhang , per-åke larson",VAL -,VLDB,VAL -,,buffering and read-ahead strategies for external mergesort,"weiye zhang , per - å ke larson",VLDB,1998,
6194,0,managing intra-operator parallelism in parallel database systems,"david j. dewitt, manish mehta",VLDB,1995,,parallel database systems 101 1995,jim gray,SIGMOD Conference,VAL -,
