id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
5224,0,Information Systems Research at George Mason University,"Sushil Jajodia, Amihai Motro, Edgar H. Sibley, Alexander Brodsky, Larry Kerschberg, Xiaoyang Sean Wang, Daniel Barbará",ACM SIGMOD Record,1997,Database Research at Columbia University,"Shih-Fu Chang, Luis Gravano, Gail E. Kaiser, Kenneth A. Ross, Salvatore J. Stolfo",ACM SIGMOD Record,VAL -
5225,0,Performance Evaluation of a New Distributed Deadlock Detection Algorithm,"Chim-Fu Yeung, Kam-Yiu Lam, Sheung-Lun Hung",ACM SIGMOD Record,1994,A Performance Evaluation of OID Mapping Techniques,"André Eickler, Carsten Andreas Gerlhof, Donald Kossmann",VLDB,1995
5226,0,An Overview of Data Warehousing and OLAP Technology,"Surajit Chaudhuri, Umeshwar Dayal",ACM SIGMOD Record,1997,Data Warehousing and OLAP for Decision Support,VAL -,SIGMOD Conference,VAL -
5227,0,WWW-UDK : A Web-Based Environmental Meta-Information System,"Rudolf Legat, Arne Koschel, Andree Keitel, Ralf Kramer, Claudia Rolker, Ralf Nikolai, Peter C. Lockemann, Konrad Zirm",ACM SIGMOD Record,1997,Environmental Information Systems,Oliver G. Nüther,ACM SIGMOD Record,1997
5228,0,A Fast Index for Semistructured Data,"Brian Cooper, Gísli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",VLDB,2001,Extracting Schema from Semistructured Data,VAL -,SIGMOD Conference,VAL -
5229,0,Locally Adaptive Dimensionality Reduction for Indexing Large Time Series Databases,"Kaushik Chakrabarti, Eamonn J. Keogh, Michael J. Pazzani, Sharad Mehrotra",TODS,2002,Large Databases for Remote Sensing and GIS,A. R. Dasgupta,VLDB,1996
5230,0,Tracing the Lineage of View Data in a Warehousing Environment,"Janet L. Wiener, Yingwei Cui, Jennifer Widom",TODS,2000,Managing Video Data in a Mobile Environment,"Rafael Alonso, Yuh-Lin Chang, Liviu Iftode, V. S. Mani",ACM SIGMOD Record,1995
5231,0,Query Optimization in Compressed Database Systems,"Zhiyuan Chen, Flip Korn, Johannes Gehrke",SIGMOD Conference,2001,Query Processing and Optimization in Oracle RDB,"Gennady Antoshenkov, Mohamed Ziauddin",VLDB Journal,1996
5232,0,Improving Timeliness in Real-Time Secure Database Systems,"Sang Hyuk Son, Rasikan David, Bhavani M. Thuraisingham",ACM SIGMOD Record,1996,Secure Buffering in Firm Real-Time Database Systems,"Binto George, Jayant R. Haritsa",VLDB Journal,VAL -
5233,0,Guest Editorial,Alon Y. Halevy,VLDB Journal,2002,Guest Editorial,"Paolo Atzeni, Alberto O. Mendelzon",VLDB Journal,2000
5234,0,Report on the 8th International Workshop on Knowledge Representation Meets Databases (KRDB) 2001,"Dan Sució, Maurizio Lenzerini, Daniele Nardi, Werner Nutt",ACM SIGMOD Record,2001,Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95) 1996,"Mikael Berndtsson, Jörge Hansson",ACM SIGMOD Record,1996
5235,1,"High-Dimensional Index Structures, Database Support for Next Decade's Applications (Tutorial)","Daniel A. Keim, Stefan Berchtold",SIGMOD Conference,1998,"High-Dimensional Index Structures, Database Support for Next Decade's Applications (Tutorial)","Stefan Berchtold, Daniel A. Keim",International Conference on Management of Data,VAL -
5236,0,S3 : Similarity Search in CAD Database Systems,"Hans-Peter Kriegel, Stefan Berchtold",SIGMOD Conference,1997,Advances in Real-Time Database Systems Research,Azer Bestavros,ACM SIGMOD Record,VAL -
5237,0,Probabilistic Optimization of Top N Queries,"Donko Donjerkovic, Raghu Ramakrishnan",VLDB,1999,Inferring Function Semantics to Optimize Queries,VAL -,Very Large Data Bases,VAL -
5238,0,Datablitz Storage Manager: Main Memory Database Performance for Critical Applications,"P. P. S. Narayan, S. Sudarshan, S. Gogate, J. Miller, Abraham Silberschatz, C. Gupta, Jerry Baulier, M. Wilder, Henry F. Korth, Peter McIlroy, S. Haldar, S. Seshadri, Philip Bohannon, C. Wei, A. Khivesera, S. Joshi, Rajeev Rastogi, M. Nemeth",SIGMOD Conference,1999,Datablitz: A High Performance Main-Memory Storage Manager,"Jerry Baulier, Philip Bohannon, S. Gogate, S. Joshi, C. Gupta, A. Khivesera, Henry F. Korth, Peter McIlroy, J. Miller, P. P. S. Narayan, M. Nemeth, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",VLDB,1998
5239,0,Enhanced Abstract Data Types in Object-Relational Databases,Praveen Seshadri,VLDB Journal,1998,Querying Multiple Features of Groups in Relational Databases,"Damianos Chatziantoniou, Kenneth A. Ross",VLDB,1996
5240,0,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,"Roy Goldman, Jennifer Widom",VLDB Journal,1997,Semantic Integration of Semistructured and Structured Data Sources,"S. Bergamaschi, S. Castano, M. Vincini",ACM SIGMOD Record,1999
5241,0,Strudel: A Web-Site Management System,"Alon Y. Levy, Mary F. Fernandez, Jaewoo Kang, Daniela Florescu, Dan Suciu",SIGMOD Conference,1997,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996
5242,0,Deeds Towards a Distributed and Active Real-Time Database System,"Joakim Eriksson, Jonas Mellin, Sten Andler, Mikael Berndtsson, Bengt Eftring, Jörgen Hansson",ACM SIGMOD Record,1996,An Annotated Bibliography on Real-Time Database Systems,Özgür Ulusoy,ACM SIGMOD Record,1995
5243,0,The HCC-Tree: An Efficient Index Structure for Object Oriented Databases,"B. Sreenath, S. Seshadri",VLDB,1994,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,Kjetil N Ørvåg,VLDB,1999
5244,0,An Introduction to Spatial Database Systems,Ralf Hartmut Guting,VLDB Journal,1994,Introduction to Constraint Databases,VAL -,ACM SIGMOD Record,2002
5245,1,Query Processing and Optimization in Oracle RDB,"Gennady Antoshenkov, Mohamed Ziauddin",VLDB Journal,1996,"Query Processing and Optimization in Oracle RDB Gennady Antoshenkov , Mohamed Ziauddin The VLDB Journal -- The International Journal on Very Large Data Bases 1996",VAL -,VAL -,VAL -
5246,0,Efficient Dynamic Mining of Constrained Frequent Sets,"Laks V. S. Lakshmanan, Raymond T. Ng, Carson Kai-Sang Leung",TODS,2003,Efficient Algorithms for Mining Outliers from Large Data Sets,"Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",SIGMOD Conference,2000
5247,0,Editor's Notes,Michael J. Franklin,ACM SIGMOD Record,2000,Editorial,Richard Snodgrass,TODS,2001
5248,0,Optimal Multi-Step K-Nearest Neighbor Search,"Thomas Seidl, Hans-Peter Kriegel",SIGMOD Conference,1998,Nearest Neighbor Queries,"Nick Roussopoulos, Stephen Kelley, Frédéric Vincent",International Conference on Management of Data,1995
5249,0,Knowledge Discovery in Data Warehouses,Themistoklis Palpanas,ACM SIGMOD Record,2000,Expiring Data in a Warehouse,"Hector Garcia-Molina, Wilburt Labio, Jun Yang",VLDB,1998
5250,0,Extracting Schema from Semistructured Data,"Serge Abiteboul, Rajeev Motwani, Svetlozar Nestorov",SIGMOD Conference,1998,Qursed: Querying and Reporting Semistructured Data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",International Conference on Management of Data,2002
5251,1,The Spiffi Scalable Video-on-Demand System,"Craig S. Freedman, David J. Dewitt",SIGMOD Conference,1995,The Spiffi Scalable Video-on-Demand System,"Craig S. Freedman, David J. Dewitt",International Conference on Management of Data,1995
5252,0,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques (Part I)","Dennis Shasha, Philippe Bonnet",SIGMOD Conference,2002,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques (Part II)","Dennis Shasha, Philippe Bonnet",International Conference on Management of Data,2002
5253,0,View Management in Multimedia Databases,"V. S. Subrahmanian, Eric Lemar, K. Selçuk Candan",VLDB Journal,2000,MPEG-7 and Multimedia Database Systems,VAL -,ACM SIGMOD Record,2002
5254,0,Implementing Database Operations Using SIMD Instructions,"Kenneth A. Ross, Jingren Zhou",SIGMOD Conference,2002,Implementing Deductive Databases by Mixed Integer Programming,"Colin Bell, Anil Nerode, Raymond T. Ng, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS),1996
5255,0,An Efficient Algorithm for Mining Association Rules in Large Databases,"Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere",VLDB,1995,Algorithms for Mining Distance-Based Outliers in Large Datasets,"Edwin M. Knorr, Raymond T. Ng",VAL -,1998
5256,1,Report on the First International Workshop an Efficient Web-Based Information Systems,"Omar Boucelma, Zoé Lacroix",ACM SIGMOD Record,2003,Report on the First International Workshop on Efficient Web-Based Information Systems,"Zoé Lacroix, Omar Boucelma",ACM SIGMOD Record,2003
5257,0,The Aditi Deductive Database System,"Kotagiri Ramamohanarao, David B. Kemp, Jayen Vaghani, Tim S. Leask, James Harland, Peter J. Stuckey, Zoltan Somogyi",VLDB Journal,1994,The Ores Temporal Database Management System,"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",SIGMOD Conference,1994
5258,0,Enhanced Abstract Data Types in Object-Relational Databases,Praveen Seshadri,VLDB Journal,1998,Accessing a Relational Database through an Object-Oriented Database Interface,"Jack A. Orenstein, D. N. Kamber",VLDB,1995
5259,1,Instance-Based Attribute Identification in Database Integration,"Roger H. L. Chiang, Ee-Peng Lim, Chua Eng Huang Cecil",VLDB Journal,2003,Instance-Based Attribute Identification in Database Integration,"Cecil Eng H. Chua, Roger H. L. Chiang, Ee-Peng Lim",VLDB Journal,2003
5260,1,Efficient Similarity Search for Market Basket Data,"Alexandros Nanopoulos, Yannis Manolopoulos",VLDB Journal,2002,Efficient Similarity Search for Market Basket Data,"Alexandros Nanopoulos, Yannis Manolopoulos",VLDB Journal,2002
5261,0,Editor's Notes,Michael J. Franklin,ACM SIGMOD Record,2000,Editorial,Richard Snodgrass,TODS,2001
5262,0,Secure Bufering in Firm Real-Time Database Systems,"Jayant R. Haritsa, Binto George",VLDB Journal,2000,MPEG-7 and Multimedia Database Systems,VAL -,ACM SIGMOD Record,2002
5263,0,The HCC-Tree : An Efficient Index Structure for Object Oriented Databases,"B. Sreenath, S. Seshadri",VLDB,1994,The X-Tree : An Index Structure for High-Dimensional Data,"Stefan Berchtold, Daniel A. Keim, Hans-Peter Kriegel",VLDB,1996
5264,0,The Araneus Web-base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",SIGMOD Conference,1998,Building Knowledge Base Management Systems,VAL -,VLDB Journal -- The International Journal on Very Large Data Bases,VAL -
5265,0,Extraction of Object-Oriented Structures from Existing Relational Databases,"Julia E. Hodges, Shekar Ramanathan",ACM SIGMOD Record,1997,Querying Multiple Features of Groups in Relational Databases,VAL -,VLDB,VAL -
5266,1,Review of the Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling (2nd Edition),Alexander A. Anisimov,ACM SIGMOD Record,2003,"Review of the Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling (2nd Edition) by Ralph Kimball, Margy Ross . John Wiley & Sons, Inc. 2002 . Alexander A. Anisimov ACM SIGMOD Record 2003",VAL -,VAL -,VAL -
5267,0,View Invalidation for Dynamic Content Caching in Multitiered Architectures,"K. Selçuk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Wen-Syan Li",VLDB,2002,A Layered Architecture for Querying Dynamic Web Content,"Hasan Davulcu, Juliana Freire, Michael Kifer, I. V. Ramakrishnan",SIGMOD Conference,1999
5268,0,The Network is the Database: Data Management for Highly Distributed Systems,"Michael J. Wynblatt, Julio C. Navas",SIGMOD Conference,2001,DISIMA: A Distributed and Interoperable Image Database System,VAL -,International Conference on Management of Data,2000
5269,0,Exploiting Constraint-Like Data Characterizations in Query Optimization,"Jarek Gryz, Calisto Zuzarte, Parke Godfrey",SIGMOD Conference,2001,Coloring Away Communication in Parallel Query Optimization,"Waqar Hasan, Rajeev Motwani",VLDB,1995
5270,0,A Taxonomy for Secure Object-Oriented Databases,"Sebastiaan H. von Solms, Martin S. Olivier",TODS,1994,A Data Model and Data Structures for Moving Objects Databases,"Luca Forlizzi, Ralf Hartmut G{""u}ting, Enrico Nardelli, Markus Schneider",SIGMOD Conference,VAL -
5271,0,Infomaster: An Information Integration System,"Arthur M. Keller, Michael R. Genesereth, Oliver M. Duschka",SIGMOD Conference,1997,Medical Information Systems: Characterization and Challenges,"Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson",ACM SIGMOD Record,1994
5272,0,Database Management Systems and the Internet,VAL -,VLDB Journal,1996,Lore: A Database Management System for Semistructured Data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record,1997
5273,0,Temporal Conditions and Integrity Constraints in Active Database Systems,"Ouri Wolfson, A. Prasad Sistla",SIGMOD Conference,1995,The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,"Daniel Barbará - Millá, Hector Garcia-Molina",VLDB Journal,1994
5274,0,Book Review Column,Karl Aberer,ACM SIGMOD Record,2003,Book Reviews ACM SIGMOD Record 2002,Karl Aberer,VAL -,VAL -
5275,0,The MLPQ/GIS Constraint Database System,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz",SIGMOD Conference,2000,The Aditi Deductive Database System,"Jayen Vaghani, Kotagiri Ramamohanarao, David B. Kemp, Zoltan Somogyi, Peter J. Stuckey, Tim S. Leask, James Harland",VLDB Journal,1994
5276,1,Report on the 13th Brazilian Symposium on Database Systems (SBBD '98) SIGMOD Record,"Claudia Bauzer Medeiros, Mario A. Nascimento",ACM SIGMOD Record,1999,Report on the 13th Brazilian Symposium on Database Systems (SBBD '98) ACM SIGMOD Record,"Mario A. Nascimento, Claudia Bauzer Medeiros",ACM SIGMOD Record,1999
5277,1,An Evaluation of Generic Bulk Loading Techniques,"Jochen van den Bercken, Bernhard Seeger",VLDB,2001,An Evaluation of Generic Bulk Loading Techniques,"Jochen van den Bercken, Bernhard Seeger",VLDB,VAL -
5278,0,Book Review Column,Karl Aberer,ACM SIGMOD Record,2003,Book Reviews ACM SIGMOD Record,VAL -,VAL -,2003
5279,0,Distance Browsing in Spatial Databases,"Hanan Samet, Gísli R. Hjaltason",TODS,1999,Special Issue on Spatial Database Systems,VAL -,VLDB Journal,VAL -
5280,0,Data Analysis and Mining in the Life Sciences,Nam Huyn,ACM SIGMOD Record,2001,Data Mining in the Bioinformatics Domain Very Large Data Bases 2000,VAL -,VLDB,2000
5281,0,Multi-table Joins through Bitmapped Join Indices,"Goetz Graefe, Patrick E. O'Neil",ACM SIGMOD Record,1995,Fast Joins Using Join Indices,"Zhe Li, Kenneth A. Ross",VLDB Journal,1999
5282,0,Deeds Towards a Distributed and Active Real-Time Database System,"Joakim Eriksson, Jonas Mellin, Sten Andler, Mikael Berndtsson, Bengt Eftring, Jörgen Hansson",ACM SIGMOD Record,1996,Improving Timeliness in Real-Time Secure Database Systems,"Sang H. Son, Rasikan David, Bhavani Thuraisingham",ACM SIGMOD Record,1996
5283,0,Strudel: A Web-Site Management System,"Alon Y. Levy, Mary F. Fernandez, Jaewoo Kang, Daniela Florescu, Dan Suciu",SIGMOD Conference,1997,Data Grid Management Systems,"Arun Jagatheesan, Arcot Rajasekar",International Conference on Management of Data,2003
5284,0,Maintaining Data Privacy in Association Rule Mining,"Shariq Rizvi, Jayant R. Haritsa",VLDB,2002,Sampling Large Databases for Association Rules,Hannu Toivonen,VAL -,VAL -
5285,0,Optimizing the Secure Evaluation of Twig Queries,"Sihem Amer-Yahia, Divesh Srivastava, Sungurran Cho, Laks V. S. Lakshmanan",VLDB,2002,An Evaluation of Generic Bulk Loading Techniques,"Jochen van den Bercken, Bernhard Seeger",VLDB,VAL -
5286,0,Report on the First International Workshop an Efficient Web-Based Information Systems,"Omar Boucelma, Zoé Lacroix",ACM SIGMOD Record,2003,Report on the ACM Fourth International Workshop on Data Warehousing and OLAP (DOLAP 2001),Joachim Hammer,ACM SIGMOD Record,VAL -
5287,1,The BT-Tree: A Branched and Temporal Access Method,"David B. Lomet, Betty Salzberg, Linan Jiang, Manuel Barrena García",VLDB,2000,The BT-Tree: A Branched and Temporal Access Method,"Linan Jiang, Betty Salzberg, David B. Lomet, Manuel Barrena García",VLDB,2000
5288,0,Exact: An Extensible Approach to Active Object-Oriented Databases,"Arturo Jaime, Oscar Díaz",VLDB Journal,1997,ODEFS: A File System Interface to an Object-Oriented Database,"Narain H. Gehani, H. V. Jagadish, William D. Roome",VLDB,1994
5289,0,A Data Model and Data Structures for Moving Objects Databases,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut Guting",SIGMOD Conference,2000,A Survey of Logical Models for OLAP Databases,"Panos Vassiliadis, Timos Sellis",ACM SIGMOD Record,VAL -
5290,1,Clustering Techniques for Minimizing External Path Length,"A. A. Diwan, S. Sudarshan, Sanjeeva Rane, S. Seshadri",VLDB,1996,Clustering Techniques for Minimizing External Path Length,"A. A. Diwan, Sanjeeva Rane, S. Seshadri, S. Sudarshan",VLDB,1996
5291,0,An Efficient Method for Checking Object-Oriented Database Schema Correctness,"Michele Missikoff, Anna Formica, Hans Dietmar Gröger",TODS,1998,An Effective Deductive Object-Oriented Database through Language Integration,VAL -,VLDB,VAL -
5292,0,Open Object Database Management Systems,José A. Blakeley,SIGMOD Conference,1994,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,"Bruce Berra, Kingsley Nwosu, Bhavani Thuraisingham",ACM SIGMOD Record,VAL -
5293,0,Sting: A Statistical Information Grid Approach to Spatial Data Mining,"Wei Wang, Richard R. Muntz, Jiong Yang",VLDB,1997,GeoMiner: A System Prototype for Spatial Data Mining,"Jaiwei Han, Krzysztof Koperski, Nebojsa Stefanovic",SIGMOD Conference,1997
5294,0,On the Minimization of XPath Queries,"Elio Masciari, Sergio Flesca, Filippo Furfaro",VLDB,2003,Optimization of Queries with User-Defined Predicates,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1996
