"id","label","left_title","right_title","left_authors","right_authors","left_venue","right_venue","left_year","right_year"
5252,0,"database tuning : principles , experiments , and troubleshooting techniques ( part i ) 2002","database tuning : principles , experiments , and troubleshooting techniques ( part ii ) dennis shasha , philippe bonnet international conference on management of data","dennis shasha , philippe bonnet","","sigmod conference","","","2002"
5253,0,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002","","","","","",""
5254,0,"implementing database operations using simd instructions kenneth a. ross , jingren zhou sigmod conference","implementing deductive databases by mixed integer programming colin bell , anil nerode , raymond t. ng , v. s. subrahmanian","","","","acm transactions on database systems ( tods )","2002","1996"
5255,0,"an efficient algorithm for mining association rules in large databases edward omiecinski , shamkant b. navathe , ashok savasere","algorithms for mining distance-based outliers in large datasets very large data bases","","edwin m. knorr , raymond t. ng","vldb","","1995","1998"
5256,1,"report on the first international workshop an efficient web-based information systems omar boucelma , zoé lacroix sigmod record","report on the first international workshop on efficient web-based information systems zo &#233; lacroix , omar boucelma acm sigmod record","","","","","2003","2003"
5257,0,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994","the ores temporal database management system","","babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou","vldb j.","international conference on management of data","","1994"
5258,0,"enhanced abstract data types in object-relational databases vldb j. 1998","accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995","praveen seshadri","","","very large data bases","",""
5259,1,"instance-based attribute identification in database integration roger h. l. chiang , ee-peng lim , chua eng huang cecil 2003","instance-based attribute identification in database integration","","cecil eng h. chua , roger h. l. chiang , ee-peng lim","vldb j.","the vldb journal -- the international journal on very large data bases","","2003"
5260,1,"efficient similarity search for market basket data vldb j.","efficient similarity search for market basket data the vldb journal -- the international journal on very large data bases","alexandros nanopoulos , yannis manolopoulos","alexandros nanopoulos , yannis manolopoulos","","","2002","2002"
5261,0,"editor 's notes michael j. franklin 2000","editorial richard snodgrass acm transactions on database systems ( tods ) 2001","","","sigmod record","","",""
5262,0,"secure bufering in firm real-time database systems vldb j.","mpeg-7 and multimedia database systems harald kosch acm sigmod record 2002","jayant r. haritsa , binto george","","","","2000",""
5263,0,"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994","the x-tree : an index structure for high-dimensional data","","stefan berchtold , daniel a. keim , hans-peter kriegel","vldb","very large data bases","","1996"
5264,0,"the araneus web-base management system sigmod conference","building knowledge base management systems john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou the vldb journal -- the international journal on very large data bases 1996","giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","","","","1998",""
5265,0,"extraction of object-oriented structures from existing relational databases","querying multiple features of groups in relational databases damianos chatziantoniou , kenneth a. ross 1996","julia e. hodges , shekar ramanathan","","sigmod record","very large data bases","1997",""
5266,1,"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002 2003","review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002 . alexander a. anisimov acm sigmod record 2003","alexander a. anisimov","","sigmod record","","",""
5267,0,"view invalidation for dynamic content caching in multitiered architectures vldb","a layered architecture for querying dynamic web content 1999","k. selçuk candan , wang-pin hsiung , oliver po , divyakant agrawal , wen-syan li","hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan","","international conference on management of data","2002",""
5268,0,"the network is the database : data management for highly distributed systems sigmod conference","disima : a distributed and interoperable image database system vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao international conference on management of data","michael j. wynblatt , julio c. navas","","","","2001","2000"
5269,0,"exploiting constraint-like data characterizations in query optimization jarek gryz , calisto zuzarte , parke godfrey 2001","coloring away communication in parallel query optimization waqar hasan , rajeev motwani very large data bases","","","sigmod conference","","","1995"
5270,0,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier","a data model and data structures for moving objects databases luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider 2000","","","acm trans . database syst .","international conference on management of data","1994",""
5271,0,"infomaster : an information integration system arthur m. keller , michael r. genesereth , oliver m. duschka sigmod conference","medical information systems : characterization and challenges acm sigmod record","","jorge c. g. ramirez , lon a. smith , lynn l. peterson","","","1997","1994"
5272,0,"database management systems and the internet susan malaika vldb","lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record","","","","","1996","1997"
5273,0,"temporal conditions and integrity constraints in active database systems ouri wolfson , a. prasad sistla sigmod conference 1995","the demarcation protocol : a technique for maintaining constraints in distributed database systems daniel barbar &#225; - mill &#225; , hector garcia-molina the vldb journal -- the international journal on very large data bases","","","","","","1994"
5274,0,"book review column","book reviews acm sigmod record 2002","karl aberer","karl aberer","sigmod record","","2003",""
