id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
6872,0,The Demarcation Protocol : A Technique for Maintaining Constraints in Distributed Database Systems,"Daniel Barbará, Hector Garcia-Molina",VLDB Journal,1994,The Structured Information Manager : A Database System for SGML Documents,Ron Sacks-Davis,Very Large Data Bases,1996,VLDB Journal,VLDB
6873,1,supply chain infrastructures : system integration and information sharing,"michael o. ball, louiqa raschid, meng ma, zhengying zhao",ACM SIGMOD Record,2002,supply chain infrastructures : system integration and information sharing,"michael o. ball, meng ma, louiqa raschid, zhengying zhao",ACM SIGMOD Record,2002,,
6874,0,the design and implementation of a sequence database system,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",VLDB,1996,The Implementation and Performance of Compressed Databases,"Till Westmann, Donald Kossmann, Sven Helmer, Guido Moerkotte",ACM SIGMOD Record,2000,,
6875,1,maintenance of implication integrity constraints under updates to constraints,"Naci Ishakbeyoglu , Z. Meral Özsoyoglu ",VLDB Journal,1998,maintenance of implication integrity constraints under updates to constraints The VLDB Journal — The International Journal on Very Large Data Bases,"Naci S. Ishakbeyoglu , Z. Meral Ozsoyoglu ",VAL -,1998,,
6876,0,reminiscences on influential papers sigmod record,"Jun Rao , Kenneth A. Ross , Johannes Gehrke",VAL -,2003,reminiscences in influential papers 1998,Richard Snodgrass,ACM SIGMOD Record,VAL -,VAL -,VAL -
6877,0,managing intervals efficiently in object-relational databases,"Thomas Seidl, Marco Pötke, Hans-Peter Kriegel",VAL -,2000,efficiently mining long patterns from databases,"Roberto J. Bayardo, Jr.",SIGMOD Conference,1998,VLDB,VAL -
6878,1,a performance evaluation of oid mapping techniques,"André Eickler , Carsten Andreas Gerlhof , Donald Kossmann",VLDB,VAL -,"A Performance Evaluation of OID Mapping Techniques andr é Eickler , Carsten Andreas Gerlhof , Donald Kossmann Very Large Data Bases",VAL -,VAL -,1995,,
6879,0,incremental computation of nested relational query expressions,"Leo Mark, Lars Bækgaard",VAL -,VAL -,Incremental Computation and Maintenance of Temporal Aggregates,"Jun Yang, Jennifer Widom",VLDB Journal,2003,VAL -,VLDB Journal
6880,1,The Samos Active DBMS Prototype SIGMOD Conference,"Klaus R. Dittrich, Stella Gatziu, Andreas Geppert",VAL -,VAL -,The Samos Active DBMS Prototype,"Stella Gatziu, Andreas Geppert, Klaus R. Dittrich",SIGMOD Conference,1995,,
6881,1,A Data Model and Data Structures for Moving Objects Databases SIGMOD Conference,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut Güting",SIGMOD Conference,2000,A Data Model and Data Structures for Moving Objects Databases,"Luca Forlizzi, Ralf Hartmut Gütting, Enrico Nardelli, Markus Schneider",International Conference on Management of Data,VAL -,,
6882,0,odefs : a file system interface to an object-oriented database,"Narain H. Gehani, William D. Roome, H. V. Jagadish",VLDB Journal,1994,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998,VLDB Journal,VAL -
6883,0,semantic assumptions and query evaluation in temporal databases,"Sushil Jajodia, Xiaoyang Sean Wang, Elisa Bertino, Claudio Bettini",SIGMOD Conference,1995,Reordering Query Execution in Tertiary Memory Databases Very Large Data Bases 1996,"Sunita Sarawagi, Michael Stonebraker",VAL -,VAL -,,
6884,1,Implementing the spirit of SQL-99 SIGMOD Conference,Paul Brown,VAL -,VAL -,Implementing the Spirit of SQL-99,VAL -,SIGMOD Conference,1999,VAL -,VAL -
6885,0,optimization techniques for queries with expensive methods joseph m. hellerstein acm trans . database syst .,VAL -,VAL -,VAL -,"optimization of constrained frequent set queries with 2-variable constraints laks v. s. lakshmanan , raymond ng , jiawei han , alex pang","laks v. s. lakshmanan, raymond ng, jiawei han, alex pang",SIGMOD Conference,1999,,
6886,1,"coloring away communication in parallel query optimization rajeev motwani , waqar hasan vldb","Rajeev Motwani, Waqar Hasan, VAL -",VAL -,VAL -,"coloring away communication in parallel query optimization waqar hasan , rajeev motwani very large data bases","Waqar Hasan, Rajeev Motwani, VAL -",VLDB,1995,,
6887,0,The TV-Tree : An Index Structure For High-Dimensional Data,"King-Ip Lin, H. V. Jagadish, Christos Faloutsos",VLDB Journal,1994,Re-Tree : An Efficient Index Structure For Regular Expressions,"Chee-Yong Chan, Minos Garofalakis, Rajeev Rastogi",VLDB Journal,2003,VLDB,VLDB
6888,0,Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems,"Myra Spiliopoulou, Bettina Berendt",VAL -,2000,Analysis of Locking Behaviour in Three Real Database Systems,"Vigyan Singhal, Alan Jay Smith",VLDB Journal,1997,VAL -,VLDB Journal
6889,1,efficient k-nn search on vertically decomposed data,"Niels Nes, Martin L. Kersten, Nikos Mamoulis, Arjen P. de Vries",SIGMOD Conference,2002,efficient k-nn search on vertically decomposed data,"Arjen P. de Vries, Nikos Mamoulis, Niels Nes, Martin Kersten",International Conference on Management of Data,2002,VAL -,VLDB
6890,1,metadata for integrating speech documents in a text retrieval system,"Martin Wechsler, Ulrike Glavitsch, Peter Schäuble",VAL -,VAL -,metadata for integrating speech documents in a text retrieval system,"Ulrike Glavitsch, Peter Schäuble, Martin Wechsler",ACM SIGMOD Record,1994,,
6891,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"Kunikazu Yoda, Hirofumi Matsuzawa, Takeshi Tokuyama, Yasuhiko Morimoto, Takeshi Fukuda",VLDB,1998,parallel mining algorithms for generalized association rules with classification hierarchy,"Takahiko Shintani, Masaru Kitsuregawa",SIGMOD Conference,1998,,
6892,0,Fundamental Techniques for Order Optimization,"Eugene J. Shekita, David E. Simmen, Timothy Malkemus",SIGMOD Conference,1996,Query Optimization for XML Very Large Data Bases 1999,"Jason McHugh, Jennifer Widom",VAL -,VAL -,,
6893,0,adaptable similarity search using non-relevant information,"t. v. ashwin, rahul gupta, sugata ghosal",VAL -,2002,similarity search for adaptive ellipsoid queries using spatial transformation,VAL -,VLDB,VAL -,VLDB,VAL -
6894,0,data modelling in the large,martin bertram,SIGMOD Record,1994,data modelling versus ontology engineering ACM SIGMOD Record,"peter spyns, robert meersman, mustafa jarrar",VAL -,2002,,
6895,0,incremental maintenance of externally materialized views,"Martin Staudt, Matthias Jarke",VLDB,1996,fast incremental maintenance of approximate histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",ACM Transactions on Database Systems (TODS),2002,VLDB,VAL -
6896,1,"context-based prefetch - an optimization for implementing objects on relations david shutt , philip a. bernstein , shankar pal vldb j.",VAL -,VAL -,2000,"context-based prefetch - an optimization for implementing objects on relations philip a. bernstein , shankar pal , david shutt",VAL -,VLDB Journal,2000,VAL -,VLDB
6897,0,An annotated bibliography on real-time database systems,özgür ulusoy,ACM SIGMOD Record,VAL -,"An annotated bibliography of benchmarks for object databases, Akmal B. Chaudhri, ACM SIGMOD Record",VAL -,VAL -,1995,,
6898,0,Who needs XML databases?,VAL -,VAL -,VAL -,Why and how to benchmark XML databases ACM SIGMOD Record,"Albrecht Schmidt, Florian Waas, Martin Kersten, Daniela Florescu, Michael J. Carey, Ioana Manolescu, Ralph Busse",ACM SIGMOD Record,2001,VAL -,VAL -
6899,0,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer, fred koo, t. y. cliff leung, linqi liu, jarek gryz, xiaoyan qian, qi cheng",VLDB,1999,opt + + : an object-oriented implementation for extensible database query optimization the VLDB Journal -- the international journal on very large data bases,"navin kabra, david j. dewitt",VAL -,1999,,
6900,0,"An Overview of Repository Technology Philip A. Bernstein , Umeshwar Dayal","Philip A. Bernstein, Umeshwar Dayal",VAL -,1994,An Overview of DB2 Parallel Edition,"Chaitanya Baru , Gilles Fecteau",SIGMOD Conference,VAL -,VAL -,VAL -
6901,0,fundamental techniques for order optimization,"Eugene J. Shekita, David E. Simmen, Timothy Malkemus",SIGMOD Conference,1996,modularization techniques for active rules design,"Elena Baralis, Stefano Ceri, Stefano Paraboschi",ACM Transactions on Database Systems (TODS),1996,VAL -,VAL -
6902,0,relational data sharing in peer-based data management systems,"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan",SIGMOD Record,2003,Data Grid Management Systems 2003,"Arun Jagatheesan, Arcot Rajasekar",International Conference on Management of Data,VAL -,,
6903,0,Evaluating Queries with Generalized Path Expressions SIGMOD Conference,"Guido Moerkotte, Sophie Cluet, Vassilis Christophides",SIGMOD Conference,1996,"Efficient Filtering of XML Documents with XPath Expressions C.-Y. Chan, P. Felber, M. Garofalakis, R. Rastogi",VAL -,VLDB Journal,VAL -,VAL -,VLDB Journal
6904,1,query optimization for xml,"jason mchugh , jennifer widom",VLDB,1999,query optimization for xml very large data bases 1999,"jason mchugh , jennifer widom",VAL -,VAL -,,
6905,0,space optimization in deductive databases ACM Trans. Database Syst.,"S. Sudarshan, Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton",VAL -,VAL -,tail recursion elimination in deductive databases ACM Trans. Database Syst.,Kenneth A. Ross,TODS,1996,VAL -,VAL -
6906,0,pixel-oriented database visualizations,daniel a. keim,ACM SIGMOD Record,VAL -,converting relational to object-oriented databases,joseph fong,ACM SIGMOD Record,VAL -,,
6907,0,lore : a database management system for semistructured data sigmod record,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",SIGMOD Conference,1997,"dynamat : a dynamic view management system for data warehouses yannis kotidis , nick roussopoulos international conference on management of data 1999",VAL -,SIGMOD Conference,1999,VAL -,VLDB
6908,0,the wasa2 object-oriented workflow management system sigmod conference,"mathias weske , gottfried vossen",SIGMOD Conference,VAL -,"tigukat : a uniform behavioral objectbase management system m. tamer ö zsu , randal peters , duane szafron , boman irani , anna lipka , adriana muñoz",VAL -,VLDB Journal,1995,,
6909,0,"efficient algorithms for processing xpath queries reinhard pichler , georg gottlob , christoph koch","Reinhard Pichler, Georg Gottlob, Christoph Koch",VLDB Journal,2002,"efficient algorithms for mining outliers from large data sets sridhar ramaswamy , rajeev rastogi , kyuseok shim","Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",SIGMOD Conference,2000,VLDB Journal,VAL -
6910,0,re-tree : an efficient index structure for regular expressions,"Rajeev Rastogi, Minos N. Garofalakis, Chee Yong Chan",VLDB,2002,indexing and querying xml data for regular path expressions,"Quanzhong Li, Bongki Moon",Very Large Data Bases,VAL -,VLDB,VAL -
6911,1,efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan, raymond t. ng, carson kai-sang leung",VAL -,VAL -,"efficient dynamic mining of constrained frequent sets laks v. s. lakshmanan, carson kai-sang leung, raymond t. ng ACM Transactions on Database Systems (TODS)",VAL -,ACM Transactions on Database Systems (TODS),2003,,
6912,0,geominer : a system prototype for spatial data mining sigmod conference,"jiawei han, nebojsa stefanovic, krzysztof koperski",SIGMOD Conference,VAL -,multimediaminer : a system prototype for multimedia data mining,"Osmar R. Zaúne, Jiawei Han, Ze-nian Li, Sonny H. Chee, Jenny Y. Chiang",SIGMOD Conference,1998,,
6913,0,Guest Editor 's Introduction SIGMOD Record,Karl Aberer,SIGMOD Conference,2003,"Guest Editorial AMR El Abbadi , Gunter Schlageter , Kyu-Young Whang The VLDB Journal -- The International Journal on Very Large Data Bases","AMR El Abbadi, Gunter Schlageter, Kyu-Young Whang",VLDB Journal,2001,VAL -,VLDB Journal
6914,0,Oracle XML DB Repository,Viswanathan Krishnamurthy,SIGMOD Conference,2003,"Views in a Large-Scale XML Repository Vincent Aguilera , Sophie Cluet , Tova Milo , Pierangelo Veltri , Dan Vodislav",VAL -,VLDB Journal,2002,VAL -,VLDB
6915,0,Implementation of Magic-Sets in a Relational Database System SIGMOD Conference,"inderpal singh mumick, hamid pirahesh",VAL -,1994,"Unisql's Next-Generation Object-Relational Database Management System Albert D'Andrea , Phil Janus",VAL -,ACM SIGMOD Record,1996,VAL -,VAL -
6916,0,answering complex sql queries using automatic summary tables,"Roberta Cochrane, Hamid Pirahesh, Monica Urata, Markos Zaharioudakis, George Lapis",SIGMOD Conference,2000,Theory of Answering Queries Using Views Alon Y. Halevy ACM SIGMOD Record 2000,VAL -,VAL -,VAL -,VAL -,VAL -
6917,0,Optimizing queries on files,"Tova Milo, Mariano P. Consens",SIGMOD Conference,1994,Optimizing object queries using an effective calculus,"Leonidas Fegaras, David Maier",VAL -,2000,,
6918,0,efficient evaluation of xml middle-ware queries,"Mary F. Fernandez , Dan Sució , Atsuyuki Morishima",SIGMOD Conference,2001,Progressive Evaluation of Nested Aggregate Queries 2000,"Kian-Lee Tan , Cheng Hian Goh , Beng Chin Ooi",VLDB Journal,VAL -,,
6919,1,"push technology personalization through event correlation asaf adi , david botzer , tali yatzkar-haham , opher etzion",VAL -,VLDB,2000,"push technology personalization through event correlation asaf adi , david botzer , opher etzion , tali yatzkar-haham ",VAL -,VLDB,VAL -,,
6920,0,"preference sql - design , implementation , experiences gerhard köstler , werner kießling",VAL -,VAL -,VAL -,"the design and implementation of a sequence database system praveen seshadri , miron livny , raghu ramakrishnan","praveen seshadri, miron livny, raghu ramakrishnan",Very Large Data Bases,1996,VAL -,VLDB
6921,1,delivering high availability for inktomi search engines,VAL -,VAL -,1998,delivering high availability for inktomi search engines international conference on management of data,eric a. brewer,SIGMOD Conference,1998,VAL -,VAL -
6922,0,promises and realities of active database systems,"Eric Simon , Angelika Kotz Dittrich",VLDB,VAL -,secure transaction processing in firm real-time database systems international conference on management of data,"Binto George , Jayant Haritsa",VAL -,VAL -,,
6923,0,guest editor 's introduction,asuman dogac,SIGMOD Record,VAL -,"guest editorial vijay atluri , anupam joshi , yelena yesha the vldb journal -- the international journal on very large data bases",VAL -,VLDB Journal,2003,,
6924,1,"The Onion Technique : Indexing for Linear Optimization Queries Chung-Sheng Li , Vittorio Castelli , Lawrence D. Bergman , John R. Smith , Yuan-Chi Chang , Ming-Ling Lo SIGMOD Conference","Chung-Sheng Li, Vittorio Castelli, Lawrence D. Bergman, John R. Smith, Yuan-Chi Chang, Ming-Ling Lo",SIGMOD Conference,2000,"The Onion Technique : Indexing for Linear Optimization Queries Yuan-Chi Chang , Lawrence Bergman , Vittorio Castelli , Chung-Sheng Li , Ming-Ling Lo , John R. Smith","Yuan-Chi Chang, Lawrence Bergman, Vittorio Castelli, Chung-Sheng Li, Ming-Ling Lo, John R. Smith",International Conference on Management of Data,2000,,
6925,0,incremental distance join algorithms for spatial databases,"Gísli R. Hjaltason, Hanan Samet",SIGMOD Conference,1998,Adaptive Algorithms for Set Containment Joins ACM Transactions on Database Systems (TODS) 2003,"Sergey Melnik, Hector Garcia-Molina",VAL -,VAL -,,
6926,1,"Workshop on Performance and Architecture of Web Servers (PAWS-2000, held in conjunction with SIGMETRICS-2000)","Krishna Kant, Prasant Mohapatra",SIGMOD Record,2000,Workshop on Performance and Architecture of Web Servers,"Krishna Kant, Prasant Mohapatra",ACM SIGMOD Record,VAL -,VAL -,VAL -
6927,0,"sequence query processing raghu ramakrishnan , miron livny , praveen seshadri SIGMOD Conference","Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",SIGMOD Conference,VAL -,"dynamic sample selection for approximate query processing brian babcock , surajit chaudhuri , gautam das International Conference on Management of Data","Brian Babcock, Surajit Chaudhuri, Gautam Das",International Conference on Management of Data,2003,,
