id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
5965,0,Multiple-view self-maintenance in data warehousing environments,VAL -,VLDB,1997,Aggregate-query processing in data warehousing environments,"Ashish Gupta, Venky Harinarayan, Dallan Quass",VAL -,1995,,
5966,0,Locally Adaptive Dimensionality Reduction For Indexing Large Time Series Databases,VAL -,SIGMOD Conference,2001,Sampling Large Databases For Association Rules,Hannu Toivonen,Very Large Data Bases,VAL -,,
5967,0,nearest neighbor queries,"Stephen Kelley, Frédéic Vincent, Nick Roussopoulos",SIGMOD Conference,1995,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"Norio Katayama, Shin'ichi Satoh",SIGMOD Conference,1997,VAL -,VAL -
5968,1,A Non-Uniform Data Fragmentation Strategy For Parallel Main-Memory Database Systems,VAL -,VAL -,VAL -,A Non-Uniform Data Fragmentation Strategy For Parallel Main-Memory Database Systems,"N. Bassiliades, Ioannis P. Vlahavas",Very Large Data Bases,1995,,
5969,0,A Database Perspective on Lotus Domino/Notes,C. Mohan,SIGMOD Conference,1999,VAL -,VAL -,VAL -,VAL -,,
5970,0,lopix: a system for xml data integration and manipulation,VAL -,VLDB,VAL -,infomaster: an information integration system,"Michael R. Genesereth, Arthur M. Keller, Oliver M. Duschka",SIGMOD Conference,1997,,
5971,0,Enhanced Abstract Data Types in Object-Relational Databases,Praveen Seshadri,VAL -,VAL -,Extraction of Object-Oriented Structures from Existing Relational Databases,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record,1997,,
5972,0,parallel database systems in the 1990's,VAL -,SIGMOD Conference,1994,dynamic multi-resource load balancing in parallel database systems,"Erhard Rahm, Robert Marek",VAL -,VAL -,,
5973,0,Towards an Effective Calculus for Object Query Languages,"David Maier, Leonidas Fegaras",SIGMOD Conference,1995,Optimizing Object Queries Using an Effective Calculus,"Leonidas Fegaras, David Maier",TODS,2000,,
5974,0,Improving Timeliness in Real-Time Secure Database Systems,"Sang Hyuk Son, Rasikan David, Bhavani M. Thuraisingham",ACM SIGMOD Record,1996,Promises and Realities of Active Database Systems Very Large Data Bases 1995,"Eric Simon, Angelika Kotz Dittrich",VAL -,VAL -,VAL -,VLDB
5975,1,Data-Driven Understanding and Refinement of Schema Mappings,"Laura M. Haas, Ling-Ling Yan, Ronald Fagin, Renée J. Miller",SIGMOD Conference,2001,Data-Driven Understanding and Refinement of Schema Mappings,"Ling-Ling Yan, Renée J. Miller, Laura M. Haas, Ronald Fagin",International Conference on Management of Data,2001,,
5976,0,CURE: An Efficient Clustering Algorithm for Large Databases,VAL -,SIGMOD Conference,VAL -,Fast Algorithms for Mining Association Rules in Large Databases,"Rakesh Agrawal, Ramakrishnan Srikant",Very Large Data Bases,1994,,
5977,0,metu Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,Repositories and Object-Oriented Databases,Philip A. Bernstein,ACM SIGMOD Record,1998,,
5978,0,Pixel-Oriented Database Visualizations,Daniel A. Keim,ACM SIGMOD Record,VAL -,Databases and Visualization,VAL -,SIGMOD Conference,1996,VAL -,VAL -
5979,0,Reminiscences on Influential Papers,VAL -,ACM SIGMOD Record,VAL -,Influential Papers,Ken Ross,ACM SIGMOD Record,2002,,
5980,0,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996,Lore: A Database Management System for Semistructured Data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record,1997,VAL -,VAL -
5981,1,Niagaracq: A Scalable Continuous Query System for Internet Databases,VAL -,SIGMOD Conference,2000,Niagaracq: A Scalable Continuous Query System for Internet Databases,"Jianjun Chen, David J. Dewitt, Feng Tian, Yuan Wang",International Conference on Management of Data,2000,,
5982,1,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,"John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu",SIGMOD Conference,2003,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,VAL -,International Conference on Management of Data,VAL -,,
5983,0,Predator: A Resource for Database Research,VAL -,ACM SIGMOD Record,VAL -,Going Public: Open-Source Databases and Database Research,Philippe Bonnet,SIGMOD Conference,2002,VLDB Journal,VAL -
5984,0,Exact: An Extensible Approach to Active Object-Oriented Databases,"Arturo Jaime, Oscar Díaz",VLDB Journal,1997,Static Detection of Security Flaws in Object-Oriented Databases,Keishi Tajima,SIGMOD Conference,VAL -,,
5985,0,A System for Watermarking Relational Databases,VAL -,SIGMOD Conference,2003,An Introduction to Spatial Database Systems,Ralf Hartmut G&#252;ting,VLDB Journal,1994,VAL -,VLDB Journal
5986,1,Data Integration and Warehousing in Telecom Italia,"Daniele Nardi, Maurizio Lenzerini, Stefano Trisolini",SIGMOD Conference,VAL -,Data Integration and Warehousing in Telecom Italia,"Stefano M. Trisolini, Maurizio Lenzerini, Daniele Nardi",International Conference on Management of Data,1999,,
5987,0,tree pattern query minimization,"Divesh Srivastava, Sungran Cho, Lakshmanan S. Lakshmanan, Sihem Amer-Yahia",VLDB Journal,2002,including group-by in query optimization,VAL -,Very Large Data Bases,VAL -,,
5988,0,Rule Languages and Internal Algebras for Rule-Based Optimizers,"Mitch Cherniak, Stanley B. Zdunik",SIGMOD Conference,1996,Changing the Rules: Transformations for Rule-Based Optimizers,VAL -,International Conference on Management of Data,1998,,
5989,1,automatic generation of production rules for integrity maintenance,"letizia tanca, stefano ceri, piero fraternali, stefano paraboschi",VAL -,1994,automatic generation of production rules for integrity maintenance,"stefano ceri, piero fraternali, stefano paraboschi, letizia tanca",TODS,1994,,
5990,1,A Simple Algorithm for Finding Frequent Elements in Streams and Bags,"Scott Shenker, Christos H. Papadimitriou, Richard M. Karp",VAL -,2003,A Simple Algorithm for Finding Frequent Elements in Streams and Bags,"Richard M. Karp, Scott Shenker, Christos H. Papadimitriou",ACM Transactions on Database Systems (TODS),2003,,
5991,0,dwms: data warehouse management system,VAL -,VLDB,1996,unisql's next-generation object-relational database management system,"Albert D'Andrea, Phil Janus",ACM SIGMOD Record,1996,VAL -,VAL -
5992,1,Principles of Optimally Placing Data in Tertiary Storage Libraries,VAL -,VAL -,1997,Principles of Optimally Placing Data in Tertiary Storage Libraries,"Stavros Christodoulakis, Peter Triantafillou, Fenia Zioga",Very Large Data Bases,1997,,
5993,0,Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,VAL -,VLDB,1994,Metadata for Integrating Speech Documents in a Text Retrieval System,"Ulrike Glavitsch, Peter Sch&#228;uble, Martin Wechsler",ACM SIGMOD Record,VAL -,,
5994,0,Evaluating Functional Joins Along Nested Reference Sets In Object-Relational And Object-Oriented Databases,"Alfons Kemper, Reinhard Braumandl, Jens Claußen",VAL -,1998,Efficiently Instantiating View-Objects From Remote Relational Databases,"Byung Suk Lee, Gio Wiederhold",VLDB Journal,1994,,
5995,0,A New Method for Similarity Indexing of Market Basket Data,VAL -,SIGMOD Conference,1999,Efficient Similarity Search for Market Basket Data,"Alexandros Nanopoulos, Yannis Manolopoulos",VLDB Journal,2002,,
5996,0,Incremental Maintenance For Non-Distributive Aggregate Functions,"Themistoklis Palpanas, Richard Sidle, Hamid Pirahesh, Roberta Cochrane",VAL -,VAL -,Incremental Maintenance For Materialized Views Over Semistructured Data,"Serge Abiteboul, Jason Mchugh, Michael Rys, Vasilis Vassalos, Janet L. Wiener",Very Large Data Bases,1998,,
5997,0,An Optimal And Progressive Algorithm For Skyline Queries,"Bernhard Seeger, Dimitris Papadias, Greg Fu, Yufei Tao",VAL -,2003,A Scalable Algorithm For Answering Queries Using Views,"Rachel Pottinger, Alon Y. Levy",VLDB,2000,,
5998,0,Database Research at Columbia University,"Kenneth A. Ross, Gail E. Kaiser, Luis Gravano, Salvatore J. Stolfo, Shih-Fu Chang",ACM SIGMOD Record,1998,Database Research at the University of Illinois at Urbana-Champaign,"M. Winslett, K. Chang, A. Doan, J. Han, C. Zhai, Y. Zhou",ACM SIGMOD Record,2002,,
5999,0,Unisql/X Unified Relational and Object-Oriented Database System,VAL -,SIGMOD Conference,1994,Extraction of Object-Oriented Structures from Existing Relational Databases,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record,1997,VAL -,VAL -
6000,0,A New Approach to Developing and Implementing Eager Database Replication Protocols,VAL -,ACM Trans. Database Syst.,VAL -,A Requirement-Based Approach to Data Modeling and Re-engineering,"Alice H. Muntz, Christian T. Ramiller",Very Large Data Bases,1994,,VLDB
6001,0,Extracting Structured Data from Web Pages,VAL -,SIGMOD Conference,2003,Describing Semistructured Data,Luca Cardelli,ACM SIGMOD Record,VAL -,,
6002,0,Reminiscences on Influential Papers Richard T. Snodgrass,VAL -,ACM SIGMOD Record,1999,Influential Papers,Ken Ross,ACM SIGMOD Record,2002,VAL -,VAL -
6003,0,Online Aggregation,"Helen J. Wang, Peter J. Haas, Joseph M. Hellerstein",SIGMOD Conference,1997,Ripple Joins for Online Aggregation,VAL -,International Conference on Management of Data,VAL -,,
6004,0,"OLAP, Relational, and Multidimensional Database Systems",VAL -,ACM SIGMOD Record,VAL -,Integrating Association Rule Mining with Relational Database Systems: Alternatives and Implications,"Sunita Sarawagi, Shiby Thomas, Rakesh Agrawal",SIGMOD Conference,1998,,
6005,1,Maintaining Database Consistency in Presence of Value Dependencies in Multidatabase Systems,"Michèle Cart, Claire Morpain, Jean-François Pons, Jean Ferrie",VAL -,1996,Maintaining Database Consistency in Presence of Value Dependencies in Multidatabase Systems,VAL -,SIGMOD Conference,1996,,
6006,1,epsilon grid order: an algorithm for the similarity join on massive high-dimensional data,VAL -,SIGMOD Conference,2001,epsilon grid order: an algorithm for the similarity join on massive high-dimensional data,"Christian Böhm, Bernhard Braunmüller, Florian Krebs, Hans-Peter Kriegel",VAL -,2001,,
6007,1,Database Research at Arizona State University,"Suzanne W. Dietrich, Forouzan Golshani, Susan D. Urban",VAL -,VAL -,Database Research at Arizona State University,"Susan D. Urban, Suzanne W. Dietrich, Forouzan Golshani",ACM SIGMOD Record,1996,,
6008,1,"Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution",Dennis Shasha,SIGMOD Conference,1997,"Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution",VAL -,International Conference on Management of Data,1997,,
6009,0,Repositories and Object-Oriented Databases,VAL -,ACM SIGMOD Record,1998,Lambda-db: An Odmg-Based Object-Oriented DBMS,"Leonidas Fegaras, Chandrasekhar Srinivasan, Arvind Rajendran, David Maier",SIGMOD Conference,2000,VAL -,VAL -
6010,1,Constant Time Permutation,VAL -,VLDB Journal,VAL -,Constant Time Permutation,"Yueh-Min Huang, Jen-Wen Ding, Shiao-Li Tsao",VLDB Journal,1999,,
6011,0,Temporal Database System Implementations,VAL -,ACM SIGMOD Record,VAL -,Special Issue on Spatial Database Systems,H. J. Schek,VLDB Journal,1994,,
6012,0,Continuous Queries Over Data Streams,"Jennifer Widom, Shivnath Babu",ACM SIGMOD Record,2001,Processing Set Expressions Over Continuous Update Streams,VAL -,SIGMOD Conference,VAL -,VAL -,VAL -
6013,1,Parallel Algorithms for High-Dimensional Similarity Joins,VAL -,VLDB,1997,Parallel Algorithms for High-Dimensional Similarity Joins,"John C. Shafer, Rakesh Agrawal",VLDB,1997,,
6014,0,A New SQL-Like Operator for Mining Association Rules,"Giuseppe Psaila, Stefano Cerri, Rosa Meo",VLDB,VAL -,Mining Fuzzy Association Rules in Databases,"Chan Man Kuok, Ada Fu, Man Hon Wong",ACM SIGMOD Record,1998,,
6015,0,Query caching and optimization in distributed mediator systems,"Sibel Adali, Yannis Papakonstantinou, K. Selçuk Candan, V. S. Subrahmanian",SIGMOD Conference,VAL -,Chain: Operator scheduling for memory minimization in data stream systems,"Brian Babcock, Shivnath Babu, Rajeev Motwani, Mayur Datar",SIGMOD Conference,2003,,
6016,0,The Medusa Project: Autonomous Data Management in a Shared-Nothing Parallel Database Machine,"George M. Bryan, J. Geyer, Wayne E. Moore, B. J. Curry, K. W. Lodge",SIGMOD Conference,1994,Data Placement in Shared-Nothing Parallel Database Systems,VAL -,VLDB Journal,1997,VAL -,VLDB Journal
6017,0,Temporal Queries in OLAP,VAL -,VAL -,VAL -,Range Queries in OLAP Data Cubes,"Ching-tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",SIGMOD Conference,1997,,
6018,0,Simultaneous Optimization and Evaluation of Multiple Dimensional Queries,VAL -,SIGMOD Conference,1998,"A Query Language for Multidimensional Arrays: Design, Implementation, and Optimization Techniques","Leonid Libkin, Rona Machlin, Limsoon Wong",International Conference on Management of Data,VAL -,,
6019,0,Stream: The Stanford Stream Data Manager,"Jennifer Widom, Mayur Datar, Shivnath Babu, Justin Rosenstein, Itaru Nishizawa, Arvind Arasu, Keith Ito, Brian Babcock",SIGMOD Conference,VAL -,Issues in Data Stream Management,"Lukasz Golab, M. Tamer Özuş",ACM SIGMOD Record,VAL -,,
6020,1,Semantic Integration of Semistructured and Structured Data Sources,VAL -,ACM SIGMOD Record,1999,Semantic Integration of Semistructured and Structured Data Sources,"S. Bergamaschi, S. Castano, M. Vincini",ACM SIGMOD Record,1999,VAL -,VAL -
6021,0,Data Management for Earth System Science,VAL -,ACM SIGMOD Record,1997,Business Data Management for Business-to-Business Electronic Commerce,"Christoph Quix, Mareike Schoop, Manfred Jeusfeld",ACM SIGMOD Record,2002,VAL -,VAL -
6022,0,Foreword: Management of Semistructured Data,VAL -,VAL -,1997,Qursed: Querying and Reporting Semistructured Data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",VAL -,2002,,
6023,0,Integrating Reliable Memory in Databases,VAL -,VLDB Journal,1998,Integrating Reliable Memory in Databases,"Wee Teck Ng, Peter M. Chen",Very Large Data Bases,VAL -,,
6024,0,Datablitz Storage Manager,"P.P.S. Narayan, S. Sudarshan, S. Gogate, J. Miller, Abraham Silberschatz, C. Gupta, Jerry Baulier, M. Wilder, Henry F. Korth, Peter McIlroy, S. Haldar, S. Seshadri, Philip Bohannon, C. Wei, A. Khivesera, S. Joshi, Rajeev Rastogi, M. Nemeth",VAL -,VAL -,XMAS: An Extensible Main-Memory Storage System for High-Performance Applications,"Jang Ho Park, Yong Sik Kwon, Ki Hong Kim, Sang Ho Lee, Byoung Dae Park, Sang Kyun Cha",SIGMOD Conference,1998,,
6025,0,Partial Results For Online Query Processing,VAL -,SIGMOD Conference,2002,Query Processing Techniques For Arrays,"Arunprasad P. Marathe, Kenneth Salem",VLDB Journal,2002,VAL -,VLDB Journal
6026,1,Enterprise Java Platform Data Access,VAL -,SIGMOD Conference,1998,Enterprise Java Platform Data Access,"Seth White, Rick Cattell, Shel Finkelstein",International Conference on Management of Data,1998,,
6027,1,Content-Based Image Indexing,VAL -,VLDB,1994,Content-Based Image Indexing,VAL -,Very Large Data Bases,1994,,
6028,0,Query Optimization For Selections Using Bitmaps,VAL -,SIGMOD Conference,1999,Exploiting Statistics On Query Expressions For Optimization,"Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2002,VAL -,VAL -
6029,0,An Overview of DB2 Parallel Edition,VAL -,SIGMOD Conference,1995,Managing a DB2 Parallel Edition Database,VAL -,Very Large Data Bases,1995,VAL -,VLDB
6030,0,Report on First International Workshop on Real-Time Database Systems,"Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros",ACM SIGMOD Record,VAL -,Report on FQAS 2002: Fifth International Conference on Flexible Query Answering Systems,"Amihai Motro, Troels Andreasen",ACM SIGMOD Record,2003,VAL -,VAL -
6031,0,A Close Look at the IFO Data Model,VAL -,ACM SIGMOD Record,1995,Response to A Close Look at the IFO Data Model,"Serge Abiteboul, Richard Hull",VAL -,1995,,
6032,0,The ECRM Multi-Database System,"Heribert Schütz, Willem Jonker",SIGMOD Conference,1995,The Oasis Multidatabase Prototype,"Mark Roantree, John Murphy, Wilhelm Hasselbring",ACM SIGMOD Record,1999,VAL -,VAL -
6033,0,Applying Database Technology in the ADSM Mass Storage System,"Robert Rees, Luis-Felipe Cabrera, Wayne Hineman",VAL -,VAL -,Applying Update Streams in a Soft Real-Time Database System,"B. Adelberg, H. Garcia-Molina, B. Kao",SIGMOD Conference,1995,,
6034,0,Dynamic Update Cube for Range-Sum Queries,VAL -,VLDB,2001,Hierarchical Compact Cube for Range-Max Queries,"Sin Yeung Lee, Tok Wang Ling, Hua-Gang Li",Very Large Data Bases,VAL -,,
6035,1,Exploiting Versions For Handling Updates In Broadcast Disks,VAL -,VLDB,1999,Exploiting Versions For Handling Updates In Broadcast Disks,"Evaggelia Pitoura, Panos K. Chrysanthis",VLDB,1999,,
6036,0,From the Guest Editors,"Margaret H. Dunham, Abdelsalam Helal",ACM SIGMOD Record,VAL -,Special Topic Section on Peer to Peer Data Management,VAL -,ACM SIGMOD Record,2003,VAL -,VAL -
6037,0,On Computing Correlated Aggregates Over Continual Data Streams,"Divesh Srivastava, Flip Korn, Johannes Gehrke",SIGMOD Conference,2001,Processing Complex Aggregate Queries Over Data Streams,VAL -,International Conference on Management of Data,2002,,
